Gender,Age,Education level,Major,Administrative regions,Number of use Internet and Internet-related services,Internet/ Digital devices skills level,Digital devices type,Type of connectivity,Purpose of using internet,Operating system of desktop/laptop,Operating system of smartphone/tablet,Common security tools,Secure of person's digital devices,Legitimacy of a website,Password with personal information,Aware of the danger of clicking pop-up screens,Attention to person's account privacy,Protection of social media services for personal info,Read terms and conditions of website,Change the important accounts passwords frequently,Using public Wi-Fi,No value for my digital devices to hackers,Install software updates regularly,Careful about clicking on links in an email or other post,Digital devices with Internet security tool,Internet security tool up to date,Keep yourself updated about cybercrime (offline Sources),Keep yourself updated about cybercrime (Online Sources),Avoid disclosing personal information online,Risk of becoming a victim of cybercrime has increased,Online personal information is not secure enough,Well protected against cybercrime,Accept increased Internet surveillance from the government,Laws are effective in managing the cybercrime problem,Informed about the threat of cybercrime,Received phishing emails,Stealing your personal data,Malware infection of a device,Being unable to access online services because of cyber attacks,Encountering material promotes hatred or religious extremism,Online extortion,Concerned about identity theft,Not concerned about encountering child pornography online,Concerned about receiving phishing emails,Concerned about not being able to access online services because of cyber attacks,Concerned about encountering material promotes hatred or religious extremism,Concerned about encountering online extortion,Feeling about the threat of cybercrimes in the future,Responsibility of government in raising awareness of cybercrime,Responsibility of media in raising awareness of cybercrime,Responsibility of those offering online/Internet-based servicesin raising awareness of cybercrime,Responsibility of user itself in raising awareness of cybercrime,Responsibility of education system in raising awareness of cybercrime,Role of the government in combating cybercrimes,Victim of cybercrime,Report cybercrime,To who report cybercrime
Female,40-49,"Postgraduate (Master’s, PhD)",Graphic design,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Professional reasons, Education, Social networks, Online services, Entertainment, Communication",mac OS,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Seldom,Always,Always,Often,Often,Sometimes,Sometimes,Often,Often,Always,None of the above,I don't know,Tv programs and you type,"TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Always,Never,Never,Never,Never,Never,Never,Always,Do not know,Do not know,Do not know,Do not know,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Monitor organisations misusing consumer information,No,"Yes, I would","Police, Don’t know but will ask my friends for advice"
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Windows 10,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Not sure (difficult to determine),Often,Often,Often,Often,Sometimes,Seldom,Seldom,Seldom,Seldom,Often,Often,"Desktop, Laptop, Smartphone","No, I think it is automatically updated","Government or professional reports, I do not feel that I keep myself updated","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Do not know,Do not know,Sometimes,Sometimes,Sometimes,Do not know,Never,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not","Saudi eGovernment Portal , Saudi CERT"
Male,50+,"Postgraduate (Master’s, PhD)",Business Administration,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Windows 10,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Somewhat secure,Sometimes,Often,Often,Always,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,"Desktop, Laptop, Smartphone","Yes, I manually updated","Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Do not know,Do not know,Sometimes,Always,Always,Always,Sometimes,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Female,30-39,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 7,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat insecure,Always,Always,Always,Always,Always,Often,Sometimes,Never,Often,Seldom,Seldom,"Laptop, Smartphone","Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"TV, news, radio",Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Always,Do not know,Always,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Always,Sometimes,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,Yes,"No, I would not","Saudi eGovernment Portal , Police"
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Windows 10,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Not sure (difficult to determine),Often,Often,Often,Often,Sometimes,Seldom,Seldom,Seldom,Seldom,Often,Often,"Desktop, Laptop, Smartphone","No, I think it is automatically updated","Government or professional reports, I do not feel that I keep myself updated","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Do not know,Do not know,Sometimes,Sometimes,Sometimes,Do not know,Never,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not","Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice"
Male,40-49,"Undergraduate (Diploma, BSc)",Education,Eastern Province,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication","Windows 10, Windows 7","IOS, Android","Anti-virus, Firewall",Somewhat insecure,Often,Seldom,Sometimes,Often,Never,Never,Seldom,Often,Seldom,Never,Often,Laptop,No,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Always,Never,Always,Never,Never,Never,Always,Never,Always,Sometimes,Always,Always,They will become a more serious issue in the future,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not","Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice"
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks",Windows 10,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update",Somewhat secure,Always,Often,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Always,Laptop,"Yes, I manually updated","Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Sometimes,Do not know,Never,Do not know,Sometimes,Always,Always,Always,Always,They will become a more serious issue in the future,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not","Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice"
Female,30-39,"Postgraduate (Master’s, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",I don't know,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Government or professional reports","Internet service provider ISPs , Rely on automatic updates",Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Sometimes,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Never,Always,Never,Never,No significant change,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Work towards providing a global cyber security framework,Yes,"No, I would not","Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice"
Female,30-39,"Postgraduate (Master’s, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Communication",Windows 10,Android,Anti-virus,Very secure,Always,Always,Always,Always,Always,Always,Often,Always,Always,Always,Always,"Laptop, Smartphone","Yes, I manually updated","Professional activities: conferences, meetings, briefings, etc.",Rely on automatic updates,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Always,Always,Never,Do not know,Never,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice"
Female,30-39,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services, Communication",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,"Desktop, Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc.,Internet service provider ISPs",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Agree,Agree,Agree,Agree,Agree,Monitor organisations misusing consumer information,No,"Yes, I would",Saudi eGovernment Portal
Male,40-49,"Postgraduate (Master’s, PhD)",Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Windows 10,"IOS, Android","Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Always,Often,Always,Always,Always,Sometimes,Often,Sometimes,Often,Always,Often,"Desktop, Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.,Internet service provider ISPs, Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Never,Never,Do not know,Sometimes,Sometimes,Never,Always,Do not know,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Male,50+,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Online services, Entertainment, Communication",Windows 10,IOS,"Anti-virus, Firewall",Very secure,Always,Always,Always,Always,Always,Often,Often,Seldom,Always,Always,Always,"Laptop, Smartphone","Yes, I believe it is automatically updated","Internet service provider ISPs, Government or professional reports","Government websites (e.g. CERT), Rely on automatic updates",Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Never,Never,Always,Never,Never,They will become a more serious issue in the future,Agree,Agree,Agree,Strongly Agree,Agree,Make people aware of cyber crime,No,"Yes, I would",Saudi eGovernment Portal
Female,40-49,"Postgraduate (Master’s, PhD)",Education,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Windows 10,"IOS, Android, Windows","Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Sometimes,Never,Always,Sometimes,Seldom,Never,Seldom,Often,Sometimes,Often,Often,Desktop,"No, I think it is automatically updated","Newspapers, magazines, Posters, Government or professional reports","Internet, website, email bulletins, blogs, etc.",Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Do not know,Never,Do not know,Do not know,Never,Never,Always,Always,Always,Always,Always,Never,They will become a more serious issue in the future,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Make people aware of cyber crime,No,"Yes, I would",Don’t know but will ask my friends for advice
